layer,neuron,max_corr,mean_corr,min_corr,max_baseline,min_baseline,mean_baseline,w_in_norm,input_bias,w_out_norm,in_out_sim,l2_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity,excess_corr
14,2979,0.875,0.85015,0.794,0.1802,0.1478,0.160025,0.71361446,-0.49777895,0.72559154,0.44772238,1.0357286804406631,-1.6351771,0.4047869,0.7299614,6.392276,-0.00032303573,0.0008878975,0.061596688,3.1243362,0.013715066,0.690125
14,3184,0.888,0.820875,0.7827,0.2722,0.2476,0.258575,0.6087376,-0.3880754,0.5266361,0.29540345,0.64790704747697,-1.2608345,0.46971855,1.1720253,7.3357406,0.00037888967,0.0007727321,0.14961398,3.7483108,0.03416281,0.5623
14,3273,0.702,0.6489,0.5845,0.1328,0.12445,0.1273125,0.68467927,-0.49146774,0.6668772,0.4542229,0.9135109026475728,-1.5896895,0.3988022,0.62203074,5.52592,9.086869e-05,0.0007965974,0.30759627,5.2563615,0.01632837,0.5215875000000001
14,3290,0.781,0.7613,0.7393,0.1268,0.1169,0.122675,0.58111936,-0.35313544,0.46256724,0.31875935,0.5516681620880272,-1.2803472,0.28864217,0.7854312,7.376324,-0.00050315,0.0009902172,-0.031413402,2.9714854,0.017418807,0.638625
14,3317,0.8867,0.850175,0.804,0.203,0.1537,0.17245,0.6349066,-0.2726136,0.38996252,0.56374913,0.5551771577283103,-0.9409099,0.30550206,2.2289453,17.502882,-2.2416412e-05,0.00096289534,0.5255543,4.8056097,0.045757465,0.677725
14,3439,0.814,0.7264999999999999,0.658,0.1101,0.0916,0.10145,0.74270123,-0.50288224,0.56858474,0.2892114,0.8748937236043806,-2.0037634,0.5258204,0.9309362,5.827951,-0.00056629133,0.0010642736,0.30717152,3.636112,0.018117286,0.6250499999999999
14,3480,0.698,0.6091249999999999,0.4978,0.10583,0.09875,0.1024325,0.6277671,-0.26338172,0.40212348,0.41957396,0.5557948250097204,-0.997054,0.2937979,0.892526,6.3890204,0.00015955209,0.002358846,1.2105317,5.121583,0.04605015,0.5066924999999999
14,3513,0.7456,0.676675,0.6187,0.1433,0.12463,0.1357325,0.6434103,-0.4360959,0.52439904,0.32404712,0.6889711672990116,-1.7028358,0.46287104,0.7824234,5.3665853,-0.0013189326,0.0016490667,0.62984675,3.5115213,0.021372069,0.5409425
14,3551,0.7217,0.663025,0.57,0.1553,0.128,0.1405,0.6099476,-0.35827416,0.49380228,0.45679322,0.6158767664789584,-1.2462903,0.47811127,0.77973723,6.8624463,-0.00031343414,0.00100322,0.31347832,3.6015425,0.04313187,0.5225249999999999
14,3575,0.7676,0.746725,0.7188,0.1447,0.1293,0.134325,0.5934832,-0.37645793,0.47666037,0.42891818,0.5794274170107769,-1.4221287,0.31214175,0.93150884,7.322707,0.0008355436,0.0013275645,0.93099743,5.2029514,0.015646689,0.6123999999999999
14,3577,0.78,0.685,0.607,0.1577,0.1403,0.146775,0.7142158,-0.3742224,0.57799155,0.01438182,0.8441784408410424,-1.5168748,0.6580646,-0.10265491,3.898843,-4.5156736e-05,0.00051074295,0.3141016,5.794522,0.03217357,0.5382250000000001
14,3593,0.8247,0.7939,0.761,0.1294,0.1139,0.1207775,0.65356195,-0.42244262,0.51739794,0.44780925,0.694843850804046,-1.6129755,0.42486423,0.96037245,7.683303,-0.0008752277,0.00095560594,0.45864332,5.623428,0.018328058,0.6731225000000001
14,3611,0.935,0.9301,0.9224,0.3105,0.283,0.2928,0.5982888,-0.35794115,0.3884268,0.37277943,0.5088248671636799,-1.216411,0.48633945,2.4136338,12.628738,0.00049118133,0.0014134886,0.58770686,4.4519835,0.04338867,0.6373
14,3615,0.9585,0.95025,0.928,0.2979,0.26,0.280525,0.73014194,-0.46680254,0.5641823,0.47041628,0.8514089201802536,-1.3987249,0.7830912,2.2565591,12.1431055,-0.0009675094,0.001495706,0.5642032,3.8500185,0.04372897,0.669725
14,3616,0.799,0.7151000000000001,0.5957,0.1145,0.10486,0.1104425,0.6268558,-0.3116902,0.4944666,0.29944786,0.6374454125092,-1.4120973,0.32292366,0.8969043,5.673759,-9.4528135e-05,0.00082544185,-1.6316687,13.857756,0.020021612,0.6046575000000001
14,3733,0.698,0.61775,0.545,0.11566,0.1033,0.1094525,0.714255,-0.49978596,0.5853481,0.42525795,0.8527926031986099,-1.8045726,0.44424683,0.5467792,4.441534,0.00016925861,0.0006716136,0.18149954,6.007277,0.01324965,0.5082975000000001
14,3753,0.701,0.68115,0.6646,0.1514,0.1277,0.141025,0.5535506,-0.33753553,0.4765852,0.4407964,0.5335517196194,-1.0154403,0.30470937,0.5874252,4.87354,-0.00048268182,0.0008406159,0.122134015,3.648563,0.053358108,0.540125
14,3791,0.786,0.62235,0.5264,0.1217,0.10986,0.115815,0.7387629,-0.6511276,0.8557155,0.3233575,1.27801963935666,-2.479131,0.50314665,0.34437928,4.8245964,-0.000561467,0.0009801768,-0.0018312023,2.8999732,0.0034533455,0.506535
14,3803,0.7793,0.765725,0.749,0.1936,0.1798,0.1866499999999999,0.49500126,-0.262223,0.40284687,0.16317973,0.4073118480703845,-0.85185885,0.2862748,0.7938296,5.9669876,-9.0754416e-05,0.0010316664,0.37964222,4.205159,0.07675257,0.5790750000000001
14,3897,0.736,0.69555,0.64,0.1936,0.1744,0.182225,0.58272237,-0.34745324,0.50532943,0.189574,0.5949231933225418,-1.3585149,0.31596565,1.1500108,6.5956645,-0.0009115434,0.0017775445,-0.8843545,4.6218424,0.031252246,0.513325
14,3957,0.735,0.68825,0.643,0.119,0.10187,0.1124225,0.6588915,-0.35792726,0.5750784,0.52058804,0.7648531749188099,-1.299384,0.30730417,0.6623285,5.514785,4.32599e-05,0.0009389551,0.013522876,4.398438,0.025755998,0.5758275
14,3992,0.735,0.68085,0.655,0.145,0.1272,0.136025,0.57910705,-0.33190802,0.4494504,0.37440968,0.5373706374198625,-1.0410959,0.29794437,0.6794857,5.7416368,-0.00058963464,0.000943481,0.030692153,3.0859501,0.044759355,0.5448249999999999
14,4012,0.7793,0.6992,0.651,0.206,0.1586,0.180025,0.50487304,-0.2903254,0.5096517,0.23147142,0.5146416418317317,-0.9651766,0.2307908,0.7640598,6.4627457,-0.00085080956,0.0009735403,0.19162272,3.288671,0.034815267,0.519175
15,71,0.8145,0.8077,0.8027,0.2051,0.168,0.1822,0.6754741,-0.30041295,0.57884866,0.6751166,0.7913310309546056,-1.0486306,0.54260135,1.476006,7.9992275,0.0006656071,0.002350881,2.0300813,10.058003,0.07952582,0.6255
15,84,0.897,0.842875,0.8125,0.1823,0.1604,0.173875,0.63791645,-0.30211112,0.46749803,0.56334937,0.6254918052344833,-1.2347766,0.37356687,2.1672847,14.269683,-1.8272398e-05,0.0022023513,2.3743353,11.337996,0.037678845,0.669
15,138,0.888,0.84505,0.8003,0.1814,0.1262,0.154975,0.68237686,-0.29543468,0.3879821,0.56745607,0.6161682889838695,-1.1474439,0.42488092,1.1185446,8.153513,-0.00010205649,0.00086102355,0.037000112,3.140054,0.04365271,0.690075
15,142,0.7476,0.723575,0.7017,0.2231,0.1722,0.1869,0.592371,-0.19756012,0.34886184,0.4943637,0.4726079850491855,-0.9116311,0.4333832,0.7817507,4.7232428,-4.8655627e-05,0.0008685573,-0.066279955,3.057288,0.087605305,0.536675
15,533,0.723,0.69295,0.6494,0.1266,0.1065,0.1134125,0.6734167,-0.41102213,0.549538,0.44820616,0.75548206528289,-1.4484729,0.32379854,0.54557085,5.2684846,0.00044584618,0.0009072943,0.5016661,4.5082054,0.0140145775,0.5795374999999999
15,580,0.7544,0.7303999999999999,0.6772,0.218,0.1818,0.2037999999999999,0.5030649,-0.1945846,0.46977022,-0.25857875,0.4737583532108584,-0.821017,0.3878903,0.79124093,4.7974877,-0.00069604634,0.0011856692,-0.67883587,4.7365007,0.10206169,0.5266000000000001
15,591,0.787,0.757525,0.7314,0.2352,0.21,0.2239,0.6524277,-0.5547092,0.95261043,-0.6551247,1.333128535072075,-2.0653958,0.8279685,0.91866976,4.020783,-0.0003546761,0.0028965937,-2.8921716,13.742683,0.024065563,0.533625
15,808,0.725,0.66125,0.543,0.1346,0.1266,0.1312499999999999,0.5822401,-0.26420623,0.6013318,0.3466824,0.70060346773925,-1.4036065,0.3363052,1.1057818,5.201869,-8.9394875e-05,0.0007829347,-0.08094172,5.5546117,0.037876707,0.5300000000000001
15,851,0.772,0.679925,0.546,0.1873,0.1581,0.170425,0.620062,-0.25142786,0.5659931,0.51504356,0.7048250730916101,-1.212513,0.3850137,1.1225457,5.701295,-0.00023878847,0.00059115,0.30806774,9.164183,0.053073402,0.5095000000000001
15,954,0.7007,0.632925,0.5776,0.1371,0.1214,0.130525,0.68216693,-0.39944363,0.49517244,0.45624006,0.7105474657211784,-1.3595197,0.45975494,0.34832907,4.1773868,-0.00064200064,0.0012453656,0.55803716,4.045558,0.030963456,0.5024
15,980,0.6636,0.6402749999999999,0.5845,0.1393,0.12476,0.1331149999999999,0.6555879,-0.3531079,0.6410356,-0.10403273,0.84072213509377,-1.4923624,0.43896046,0.8528221,4.349439,8.395658e-05,0.00060225563,-0.30304766,7.683125,0.046252113,0.50716
15,1030,0.9185,0.885875,0.8706,0.3132,0.2805,0.293575,0.60495466,-0.28374627,0.43320587,0.3848157,0.5536374664581725,-1.0284448,0.4411607,1.9084939,11.661482,0.0001423789,0.0012316412,0.50454843,4.002118,0.05062235,0.5923
15,1184,0.887,0.859375,0.834,0.2666,0.257,0.262075,0.6482354,-0.3352824,0.47846532,0.4627896,0.6491381962558624,-1.4283185,0.48882383,2.3329518,13.647564,-0.0003247541,0.0023810002,1.5737236,7.7702246,0.035583,0.5972999999999999
15,1243,0.7104,0.600425,0.5303,0.11,0.09576,0.100065,0.5924002,-0.28852043,0.5437991,0.2563574,0.6466554581208501,-1.3175002,0.3526577,0.6255198,4.22247,-0.00017547082,0.0017682787,0.64528155,3.794692,0.03391345,0.50036
15,1357,0.8135,0.733475,0.64,0.2203,0.1964,0.21055,0.54068226,-0.2285362,0.46594244,0.33075437,0.5094396636718612,-0.9041803,0.33258298,1.2485782,8.511511,-0.00046184103,0.0010428095,0.38330537,4.4742675,0.0646781,0.522925
15,1422,0.7344,0.717875,0.7017,0.2156,0.1842,0.20005,0.5436575,-0.3090794,0.44208446,0.2900699,0.4910021470797416,-1.1584653,0.37111512,0.6471474,4.796432,0.00058398535,0.001331322,0.5989532,3.80799,0.051712904,0.517825
15,1431,0.925,0.8858,0.853,0.3965,0.341,0.362225,0.6042577,-0.2288307,0.5338403,0.2769592,0.6501128339133802,-1.2513607,0.5608031,1.2783555,6.1215105,-0.0007221464,0.0030002547,0.6315098,3.0112767,0.06576206,0.523575
15,1485,0.7173,0.688525,0.656,0.1236,0.112,0.118275,0.54553795,-0.26737252,0.5000877,0.35809988,0.5476993625814925,-1.4088047,0.2810121,1.2566781,6.806035,-0.0005068203,0.0009063688,0.32723176,3.688267,0.025020426,0.57025
15,1492,0.8936,0.8859,0.87,0.1538,0.1322,0.140725,0.68807,-0.40814084,0.560512,0.5219077,0.787614027044,-1.4719851,0.33881235,0.79115283,8.9769945,0.00014888079,0.0008950532,0.31980395,3.8623776,0.015865553,0.745175
15,1547,0.9297,0.900025,0.839,0.155,0.1345,0.144125,0.64624333,-0.3233545,0.50033945,0.48691928,0.6679700067957914,-1.3016713,0.3344559,1.822093,15.313358,-0.0006143566,0.0008945457,0.32470015,4.0400267,0.028643591,0.7559
15,1593,0.739,0.7025750000000001,0.676,0.1469,0.1139,0.127275,0.5964696,-0.22917846,0.39649293,0.49670392,0.5129826272641449,-1.0744113,0.3281653,0.78672546,7.526136,-0.000174548,0.00087498757,0.07186839,3.1740582,0.035230536,0.5753
15,1722,0.6494,0.6111,0.571,0.1066,0.09784,0.1027,0.8101068,-0.39434645,0.615822,0.55637795,1.03550976309024,-1.2762649,0.36563024,0.2828918,4.745759,0.00035473614,0.0013776431,0.8722205,6.4404635,0.025240095,0.5084
15,1757,0.8286,0.800175,0.7715,0.268,0.243,0.25325,0.5791595,-0.28123248,0.45780185,0.25549018,0.5450082603036726,-1.066952,0.5220722,1.1017938,5.581517,-0.0010193989,0.000919753,0.24451487,5.4944873,0.08961395,0.546925
15,1787,0.6978,0.6935,0.6846,0.2013,0.1669,0.188275,0.52845675,-0.13457154,0.6307788,-0.7029256,0.6771484311500024,-0.79116225,0.4007482,-1.4203382,8.519221,-4.1880437e-05,0.00097651803,-0.23595397,3.8123643,0.06801474,0.505225
15,1798,0.7764,0.727425,0.695,0.2588,0.1776,0.2099249999999999,0.57443404,-0.26273534,0.528251,0.2807713,0.6090235853117216,-1.0306157,0.3931467,1.1316847,6.4835806,-0.00035058364,0.00092696986,0.09190623,3.0629253,0.06563794,0.5175000000000001
15,1887,0.648,0.6029,0.563,0.09076,0.08734,0.0886224999999999,0.6341573,-0.36004418,0.5051726,0.416123,0.6573548369340501,-1.328063,0.2963841,0.5648495,6.0951133,0.00043094155,0.0012362016,2.0002875,13.080221,0.017886825,0.5142775
