,layer,neuron,max_corr,min_corr,max_baseline,min_baseline,excess_corr,input_weight_norm,input_bias,output_weight_norm,in_out_sim,weight_norm_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity
39,0,39,0.893,0.864,0.144,0.12305,0.7197,0.5483689,-0.73739487,0.42523637,-0.08667691,0.4815344208579869,-0.70811784,0.19895732,2.1950517,21.823866,8.493597e-05,0.0011060709,-0.017191455,3.2539809,0.06570951
77,0,77,0.9863,0.95,0.2551,0.2192,0.6953,0.5540576,-0.92463905,0.50415146,-0.12845057,0.5611485187378916,-0.7288568,0.3469965,4.646905,36.794247,-0.00068671093,0.0013382467,0.5386298,4.7450924,0.027467359
97,0,97,0.971,0.9565,0.2751,0.1984,0.6816,0.6642876,-1.6353343,0.34739915,0.25632465,0.5619641849344824,-1.6016202,0.7686611,1.6938901,10.27622,0.00019425199,0.0013381791,0.16449556,3.2453501,0.03400718
196,0,196,0.975,0.9473,0.295,0.2273,0.6523,0.6265001,-0.47912118,0.3260875,-0.1475797,0.49883543295626,-0.6551721,0.34497455,3.1358647,16.624777,0.0008038795,0.0012870375,-0.020051774,3.1258867,0.07710938
208,0,208,0.93,0.912,0.1605,0.1425,0.7515,0.6757446,-1.9453259,0.511576,0.19842117,0.7183407682051601,-2.520066,0.8554903,0.54646546,3.8199823,-3.924841e-05,0.0013941621,-0.12306427,2.974605,0.009385397
314,0,314,0.947,0.935,0.2568,0.2211,0.678,0.48748645,-1.3662356,0.547287,0.30206048,0.5371660993026024,-1.46063,0.31562102,1.3355411,12.105111,-3.2830365e-05,0.0013549366,-0.05804571,3.1480863,0.0134051535
328,0,328,0.966,0.9595,0.187,0.1537,0.7725,0.5218008,-0.9075072,0.48189086,-0.16886361,0.5044948758321794,-0.8111922,0.23430276,5.587311,57.272156,-3.8157123e-06,0.0011982654,0.06665603,3.4931755,0.01911733
343,0,343,0.887,0.819,0.1671,0.1425,0.652,0.5116546,-0.7113272,0.4346228,-0.0020416155,0.45068740798099993,-0.76735103,0.2215889,2.1077697,16.301947,0.0003544142,0.0012600366,0.02793877,3.232613,0.06011151
488,0,488,0.952,0.8965,0.1913,0.1769,0.705,0.6046974,-0.993927,0.45643368,0.06525404,0.5739906498051024,-1.3412787,0.5009938,1.9885187,15.8557,-6.975935e-05,0.0011494847,0.023487205,3.0336974,0.03444094
504,0,504,0.9536,0.9053,0.1442,0.1267,0.761,0.5683415,-0.904307,0.4540739,-0.07999762,0.52919516728346,-0.82985777,0.2637962,3.340144,34.319336,-0.0007787616,0.0011846507,0.118824735,3.3506196,0.037195172
553,0,553,0.9697,0.9194,0.1473,0.1234,0.772,0.5266124,-0.78884804,0.46329653,-0.14876506,0.49196429454380086,-0.7930788,0.18698248,5.397671,62.34032,-0.00041526792,0.0011626151,0.18649077,3.805176,0.025747437
591,0,591,0.921,0.8726,0.1692,0.1583,0.703,0.61319435,-0.83631593,0.39621297,0.01102925,0.5329920284681434,-1.0401999,0.29352242,2.2863932,17.696466,9.730177e-05,0.0012593435,0.099628955,3.265657,0.036937725
869,0,869,0.9688,0.9575,0.1831,0.155,0.7744,0.60482395,-1.3129146,0.47889885,0.075811975,0.595156119024925,-1.2102945,0.28304157,3.1665423,31.054682,-2.4913743e-05,0.001564216,0.4733536,4.908057,0.010381096
874,0,874,0.984,0.866,0.1633,0.1516,0.703,0.58651197,-1.0623963,0.46046454,-0.095725276,0.5560238835506924,-0.98762625,0.2733003,4.1521287,44.723057,-0.00015013784,0.0012965013,0.1481148,3.2296152,0.011466813
974,0,974,0.9556,0.893,0.2145,0.1665,0.6787,0.53447986,-0.7387287,0.38952628,-0.046003725,0.43739944355625804,-1.2614807,0.41689673,0.8859622,6.3158226,-5.0577983e-05,0.0015094362,0.2427019,3.3201659,0.031870946
988,0,988,0.9746,0.968,0.1581,0.1318,0.8096,0.5283222,-0.8774198,0.4528319,-0.11984849,0.48418107667044996,-0.89613104,0.21761404,4.046383,44.495018,-0.0006927532,0.0012459906,0.116334155,3.122032,0.020514963
1087,0,1087,0.982,0.962,0.2068,0.1678,0.755,0.6311871,-1.2271664,0.465536,0.05727209,0.61512092250241,-1.2494311,0.47746116,2.2426505,17.901543,0.0011491602,0.0019934815,0.37722388,3.416792,0.016026035
1135,0,1135,0.977,0.929,0.2048,0.1487,0.7246,0.5302905,-0.8878511,0.44167858,-0.029765267,0.4762879824210664,-0.8384548,0.2550099,4.3499703,41.929966,-0.00024841665,0.0012654047,0.15087181,3.2641785,0.021223972
1153,0,1153,0.875,0.8247,0.155,0.136,0.67,0.8059882,-2.569148,0.6282415,0.16769141,1.0443043608614901,-2.6150267,1.1372604,0.3922309,4.5853267,0.00041361724,0.0014271459,-0.053109176,3.021695,0.017353987
1411,0,1411,0.933,0.8374,0.1713,0.1344,0.666,0.55245656,-0.81808686,0.42818755,-0.022883277,0.4885528286620361,-0.861737,0.20962238,3.6378372,43.886806,-0.0001235943,0.0011823162,0.028851075,3.234596,0.034552008
1438,0,1438,0.959,0.842,0.1449,0.1262,0.697,0.5544905,-0.84520626,0.4355442,-0.2987963,0.49715846474389,-0.7738866,0.19499008,3.5365627,40.0695,0.0005043963,0.0010542196,-0.093438625,3.3579252,0.031441502
1585,0,1585,0.9854,0.93,0.1724,0.1437,0.758,0.58371425,-0.9869771,0.47911334,-0.055999726,0.5702719182190181,-0.9202728,0.29006442,4.754918,49.13052,-0.00014780558,0.0011017683,0.06334475,3.8529663,0.019840114
1647,0,1647,0.9663,0.9443,0.2485,0.2115,0.696,0.5076639,-1.2043471,0.43159282,0.04501368,0.4439949976387623,-1.4878412,0.69131845,1.3398764,7.782387,-0.0014259478,0.0016710078,0.4853457,3.6355364,0.030164778
1657,0,1657,0.9956,0.9937,0.2795,0.242,0.714,0.5245031,-1.0372077,0.48788062,0.010561744,0.5131310012811944,-0.9678971,0.47534764,5.4393377,40.05491,-8.419661e-05,0.0012409313,-0.13959375,3.1218135,0.019063607
1751,0,1751,0.92,0.863,0.2028,0.1787,0.66,0.5719764,-1.0167606,0.41923895,-0.09560727,0.5029182993540626,-1.1914439,0.3372461,2.8849387,23.083708,0.00020142335,0.0017483754,0.6609614,4.217842,0.023389816
1810,0,1810,0.9746,0.899,0.1558,0.1295,0.743,0.56656224,-0.98409367,0.48058575,-0.14428258,0.55195543489688,-0.9811099,0.21878684,4.463827,51.63051,8.683034e-06,0.0010040519,0.0359862,3.8572307,0.012518889
1918,0,1918,0.9907,0.957,0.2678,0.2194,0.6895,0.57462275,-1.1897265,0.48272386,0.053642415,0.5632136298308621,-1.0179398,0.4238695,3.9840813,30.718729,-0.00048096804,0.0018357658,0.4594681,3.362034,0.025312977
1948,0,1948,0.8853,0.822,0.1481,0.1195,0.674,0.5692611,-0.6773516,0.36169955,-0.050289117,0.4548847644434124,-0.925835,0.24655639,1.6027179,13.699707,0.00010345102,0.0011863633,0.008792057,3.0658636,0.04377201
2007,0,2007,0.982,0.9775,0.3242,0.2837,0.6533,0.6300039,-1.3854942,0.55701864,0.39265135,0.7071746793226595,-1.2407744,0.95409554,2.6088254,12.035163,0.00022740322,0.001179213,0.012236805,3.0552185,0.058607552
2040,0,2040,0.9854,0.964,0.2426,0.2356,0.721,0.58230317,-1.4205823,0.52930665,-0.00057967566,0.6192425115262714,-1.1794997,0.5681319,3.3794992,22.6386,0.00096048857,0.003041954,0.30248982,3.0558333,0.028064452
2093,0,2093,0.982,0.9697,0.2274,0.1859,0.742,0.66791004,-0.6092963,0.37267667,-0.28794622,0.5849917218950905,-1.2097297,0.65265274,0.8383606,6.7649784,0.0004127297,0.0014221165,-0.20528555,3.3822718,0.0444433
2151,0,2151,0.9824,0.969,0.3142,0.2625,0.6553,0.53954214,-0.7029581,0.3596704,0.1577407,0.4204685174719396,-0.9035591,0.63616866,1.8905011,8.7936535,-0.0006492619,0.0020605442,0.45531008,3.1189265,0.08722302
2373,0,2373,0.9927,0.9893,0.27,0.2106,0.719,0.536577,-1.0027142,0.49712828,-0.11196511,0.5350514037047583,-0.92758846,0.3948632,5.641149,44.630814,9.349855e-05,0.002051488,1.2777374,7.0145574,0.022101283
2436,0,2436,0.9697,0.951,0.138,0.1135,0.8135,0.52295834,-0.75613046,0.45836106,0.026775975,0.4835802866998792,-0.786299,0.18679312,3.6927106,40.750107,-0.000636636,0.0011832468,0.11071216,3.151072,0.027800715
2463,0,2463,0.931,0.8184,0.1328,0.1211,0.6855,0.7399262,-2.0979855,0.4255338,0.1874504,0.72856979638888,-1.5897467,0.8648563,-0.068094075,4.3358755,-4.64688e-05,0.0012334647,-0.019325847,2.9740725,0.030487534
2481,0,2481,0.927,0.8867,0.1674,0.1469,0.719,0.5590496,-0.6367142,0.418431,-0.114850596,0.48762095702116004,-1.1023399,0.49088922,0.47278842,6.5296516,0.00016045054,0.0011425092,0.07322462,3.6733053,0.04597198
2652,0,2652,0.965,0.8906,0.2203,0.172,0.6704,0.5401183,-0.8097236,0.42322063,0.38627836,0.47084347965248696,-1.3552704,0.7141234,0.86729115,5.7514486,3.045323e-05,0.002339834,1.419798,6.7227736,0.045344245
2764,0,2764,0.972,0.93,0.2216,0.155,0.7085,0.4826359,-0.8832915,0.48381507,-0.025907887,0.4670144339279149,-0.8260936,0.2581642,4.0393953,37.70214,2.3232178e-05,0.0012925448,0.087096736,3.160373,0.03744751
2909,0,2909,0.964,0.921,0.2484,0.2109,0.6724,0.43243098,-0.4591981,0.41491616,-0.33858347,0.359151972292906,-0.44174314,0.2007084,3.349076,21.875732,0.0010747554,0.0015093596,-0.11609098,3.1711128,0.10596806
2937,0,2937,0.979,0.825,0.1573,0.1309,0.668,0.5141375,-0.70435596,0.45253745,-0.054700416,0.4691275125587525,-0.7681415,0.19324568,4.4312615,45.993942,0.00011603407,0.0012292658,0.045817573,3.0660355,0.029223425
3066,0,3066,0.9453,0.908,0.2277,0.1989,0.6807,0.5118681,-0.779929,0.40552545,0.15553835,0.42645984239531254,-1.3822095,0.525483,0.3433925,4.0780163,0.00045922614,0.0035262455,1.1566458,4.7914357,0.022942958
3075,1,3,0.9307,0.8735,0.1681,0.1354,0.7056,0.5992533,-0.959622,0.40007886,0.49993148,0.5191676117797897,-1.3307266,0.2863765,1.9054317,15.194918,0.00016857882,0.0012871928,0.12546651,3.2078166,0.013638601
3121,1,49,0.975,0.9614,0.2432,0.1958,0.7183,0.6432513,-1.4084661,0.46004125,0.41772228,0.6254101866532524,-1.793944,0.48279366,2.5529275,19.291727,-0.00025053008,0.0013937013,0.51062024,4.438525,0.0109032355
3126,1,54,0.918,0.881,0.1576,0.1405,0.723,0.61443144,-0.7809484,0.31994358,0.58905685,0.47988988884369005,-1.3315628,0.3445615,2.0596685,15.609628,7.3048875e-05,0.001104903,0.07519649,3.2309308,0.024728792
3219,1,147,0.9043,0.817,0.1664,0.1279,0.6504,0.57462204,-1.2074639,0.60324013,0.27792436,0.6940891432961784,-1.7912089,0.19440995,1.2074002,12.158798,0.0011437517,0.0014885193,-0.0741048,2.9142768,0.00238732
3249,1,177,0.9277,0.8716,0.1587,0.1294,0.713,0.61972475,-0.80686283,0.36038765,0.574595,0.513938024035085,-1.3645476,0.37167054,1.7743205,9.914077,0.0002400959,0.0013274448,0.062354486,3.0611563,0.030501133
3291,1,219,0.9526,0.9424,0.1934,0.1725,0.749,0.59691846,-1.1004419,0.41826588,0.52146095,0.531257994260946,-1.533554,0.36367804,2.47779,19.443811,0.00097678,0.0019770104,0.4737282,3.7412689,0.011429485
3845,1,773,0.881,0.8135,0.12354,0.10736,0.69,0.80237556,-1.0699906,0.57388455,0.36932048,0.9731500160140162,-1.9940753,0.44676724,0.4948843,5.3351154,-0.00024976375,0.0013776284,0.011887319,2.9901462,0.008867838
3936,1,864,0.9795,0.9746,0.2317,0.1757,0.743,0.7363987,-0.8430878,0.53205174,0.80242395,0.8253620993987175,-1.5819044,0.33552626,4.59991,34.824455,0.0006097672,0.0013926103,-0.21292524,3.2943385,0.012840249
4019,1,947,0.95,0.9453,0.2437,0.1954,0.7017,0.5620208,-0.9620342,0.4032183,0.46007589,0.47845237708752997,-1.2236063,0.3800922,1.973073,12.034988,0.00015137195,0.001779161,0.8735037,5.7367425,0.030285608
4046,1,974,0.953,0.9355,0.1548,0.126,0.781,0.6494659,-1.3504956,0.5203566,0.4737471,0.69257694642637,-1.8431387,0.3388518,1.8616617,18.481163,0.00022468291,0.001314911,-0.03606412,3.158667,0.0045122295
4183,1,1111,0.8594,0.833,0.1356,0.1299,0.6973,0.62414837,-1.1462177,0.491312,0.37026167,0.6309486691176569,-1.8288482,0.28011596,1.2648975,11.106143,-0.0002036629,0.0011572776,0.036778394,3.0700364,0.0061193076
4257,1,1185,0.936,0.8696,0.1315,0.1071,0.7383,0.66828513,-1.030001,0.3477345,0.6065353,0.567524297469367,-1.7545632,0.31497344,2.289752,25.423079,-0.00037794415,0.0011716257,0.085315935,3.1862276,0.0058262
4356,1,1284,0.9224,0.8843,0.1488,0.1197,0.7354,0.6359312,-0.8477045,0.32959452,0.62361866,0.5130410387474704,-1.3705097,0.375076,2.2437441,18.720459,-0.00040761672,0.0011386725,0.1343328,3.313681,0.021128364
4391,1,1319,0.886,0.87,0.1421,0.1231,0.728,0.6578576,-1.2022451,0.4766467,0.4948236,0.65996869849865,-1.8201846,0.29907784,1.7514087,16.747484,0.00047768067,0.0011374586,0.027011482,3.297479,0.0045154565
4525,1,1453,0.9194,0.9043,0.18,0.1598,0.724,0.621876,-0.9552741,0.44937456,0.49570563,0.5886672545511935,-1.4919937,0.36068025,1.2375957,10.086852,-0.00030523472,0.00132785,0.033913333,3.08619,0.008876717
4653,1,1581,0.9824,0.9473,0.2462,0.2279,0.701,0.62545526,-1.2557582,0.44450387,0.42287484,0.5887779727066444,-1.6548802,0.5275205,2.384362,16.005064,0.00080416194,0.002471196,0.33947128,3.452552,0.014828075
4762,1,1690,0.949,0.938,0.193,0.1626,0.745,0.67465305,-1.3687198,0.44924915,0.4751177,0.6569815366500249,-1.8866689,0.43931332,1.7979997,15.438496,0.0006451847,0.0014492526,0.36437005,4.0063324,0.0067047365
4808,1,1736,0.947,0.9053,0.1342,0.11304,0.771,0.60840815,-1.1634574,0.47010884,0.4656637,0.5911627984325681,-1.7199825,0.24077289,1.8969052,22.015621,3.32248e-05,0.001278236,0.062076103,3.2494934,0.0030854824
4833,1,1761,0.9253,0.9106,0.2357,0.2032,0.675,0.62926626,-0.76513374,0.46871176,0.69745487,0.6156667399366852,-1.4294015,0.4112084,3.1273897,17.164856,0.00087381713,0.0013085909,-0.02377421,3.1987252,0.029973911
4837,1,1765,0.9346,0.867,0.1232,0.09705,0.744,0.6462914,-1.2626657,0.5044563,0.5376983,0.6721687323236499,-1.9381824,0.28952202,2.3879566,24.919834,0.00017477048,0.0011154402,0.054983225,3.1390774,0.003908364
5182,1,2110,0.8594,0.838,0.162,0.1418,0.676,0.6537723,-1.3933626,0.47102165,0.5091055,0.6492796150160125,-2.0281394,0.3324735,2.7296329,25.774021,0.0006580765,0.0013287042,0.17472006,3.225152,0.0052251494
5232,1,2160,0.9297,0.8853,0.1539,0.1395,0.7314,0.60129255,-1.1258934,0.3968078,0.48492768,0.5190091608263425,-1.5671798,0.34768656,1.9835502,15.699596,-0.00020751805,0.0012571213,0.20559037,3.5218349,0.01104247
5274,1,2202,0.9233,0.8853,0.1471,0.104,0.7383,0.6366815,-1.1304712,0.45067772,0.53708094,0.6084737397466484,-1.765398,0.2753236,2.4725451,25.777132,-0.00023561719,0.0011631723,0.11357718,3.3509076,0.0042170878
5328,1,2256,0.942,0.8984,0.1575,0.1208,0.741,0.6272058,-0.8808668,0.36165243,0.6425957,0.5241795956785449,-1.4844915,0.31978497,2.6645539,26.160381,-0.00052549306,0.0012393765,0.1315111,3.2750452,0.01282041
5350,1,2278,0.9517,0.936,0.2297,0.1775,0.706,0.81479913,-1.7203319,0.60806507,-0.7967317,1.0336407516028618,-2.8953352,0.37750065,4.1028643,30.047073,-0.00069737644,0.0014534484,0.19162379,3.2136087,0.012360543
5412,1,2340,0.888,0.869,0.1835,0.137,0.6855,0.6332187,-1.004051,0.41306707,0.55314606,0.5715903263480748,-1.539353,0.3084474,2.1196012,17.782341,0.0004824485,0.0013124004,-0.03048257,2.9852817,0.010820396
5516,1,2444,0.9414,0.8457,0.1566,0.1376,0.689,0.61542517,-0.85148346,0.34794137,0.66905606,0.4998113368270058,-1.3754117,0.3173102,2.828567,25.264482,-0.00031964917,0.0010961168,0.10471664,3.2785165,0.015278539
5539,1,2467,0.898,0.835,0.1257,0.1088,0.709,0.7173834,-0.98495615,0.38586247,0.63169205,0.6635287883500609,-1.7192819,0.3358819,1.3827009,11.292459,-3.1413056e-05,0.0012304994,0.20060469,3.6379943,0.009446034
5605,1,2533,0.893,0.8447,0.11304,0.1037,0.7314,0.6473615,-0.9114996,0.4008457,0.58581424,0.5797541868907401,-1.6959424,0.3130758,1.5270085,10.968007,-4.2397583e-06,0.0028297552,1.1504309,5.0949883,0.010522188
5617,1,2545,0.932,0.914,0.10864,0.0959,0.8057,0.7347148,-1.2214104,0.46275127,0.13028334,0.7539445752256528,-2.0777266,0.48233864,1.131764,7.5581465,0.00049320393,0.0014020939,-0.10508886,2.9343314,0.011986499
5626,1,2554,0.867,0.844,0.1453,0.1315,0.699,0.6867919,-1.0986171,0.43147525,0.5444513,0.6578540052681725,-1.8703772,0.3423614,1.9008582,15.36693,5.8198515e-05,0.0012819587,-0.0029840856,2.9885914,0.007617762
5801,1,2729,0.9033,0.89,0.1354,0.1115,0.755,0.6209302,-1.1722367,0.41911864,0.5158045,0.5612147476674896,-1.7045068,0.319389,1.93873,18.521435,-0.0001110753,0.0011991349,0.1863455,3.5556495,0.0058230665
5825,1,2753,0.972,0.9707,0.266,0.2225,0.7046,0.57017857,-1.065693,0.4218318,0.4812008,0.5030456691784849,-1.2879626,0.45484903,2.9369059,20.307304,-0.0006536413,0.0019368774,0.4593572,3.288726,0.027252054
5870,1,2798,0.8916,0.8286,0.1385,0.1282,0.69,0.6772043,-1.207725,0.4647046,0.30755553,0.67455602919965,-2.0624568,0.49006966,0.8423653,7.5949626,0.00019607108,0.0014328248,-0.008590211,2.9892626,0.007658015
5947,1,2875,0.9307,0.819,0.1444,0.1329,0.6743,0.6246421,-1.1469108,0.4686849,0.5216139,0.60984328858042,-1.5942954,0.29193282,1.4863893,15.983072,0.00020034175,0.0012202638,0.15059493,3.2143326,0.006220629
5957,1,2885,0.956,0.8657,0.1564,0.1395,0.7095,0.6668864,-0.9411513,0.39453462,0.6412367,0.6003950368835044,-1.6915268,0.33636856,1.8202562,15.746765,0.0018617256,0.0022803,0.7680051,4.0133286,0.007268036
6243,2,99,0.9727,0.941,0.3953,0.3135,0.546,0.3213286,-0.4881364,0.42852524,-0.4732353,0.2868859504950176,-2.064711,0.45337412,0.16683699,2.0054088,0.0008571064,0.0008587633,0.0071174153,3.0328367,0.0
6253,2,109,0.9253,0.874,0.3364,0.2544,0.5376,0.45187637,-0.36381987,0.31616312,0.22799988,0.3041513722125113,-0.59401023,0.16535284,1.0188378,4.3330503,-0.00034423612,0.0008769076,0.060670305,2.9828656,0.12325209
6282,2,138,0.892,0.8447,0.1476,0.1361,0.6973,0.79589987,-1.2971005,0.59914064,0.067733176,0.9924261095656264,-2.7161696,0.5255612,0.7939502,7.0964,0.0012505018,0.0018350126,0.09628716,2.9143054,0.0040517016
6325,2,181,0.8857,0.858,0.2081,0.1787,0.65,0.7082968,-0.98970807,0.43067104,0.31882796,0.6871619015849215,-2.0185182,0.4026921,0.9546648,7.4354577,6.748113e-05,0.0012599314,0.0851849,3.271304,0.0045413934
6337,2,193,0.8706,0.69,0.1707,0.1444,0.5195,0.24400146,-0.18758264,0.4487967,-0.3933624,0.2609551904130216,-0.90901846,0.57356423,0.0692247,1.683575,-0.00013489249,0.00064122706,-0.054016933,3.0206637,0.21759418
6351,2,207,0.839,0.775,0.1438,0.1183,0.631,0.6884581,-0.64960235,0.29724428,0.44580156,0.5623287174483284,-1.4819877,0.49363163,1.0970577,7.481694,7.9846104e-05,0.0011388026,0.1397329,3.1658885,0.03275748
6352,2,208,0.914,0.894,0.1954,0.158,0.6987,0.6188858,-0.546922,0.40447396,0.59770846,0.5466188177597217,-1.1195228,0.34645998,2.2661023,17.71993,0.0017716419,0.0022794923,0.5846634,3.612589,0.025668936
6368,2,224,0.808,0.6475,0.1345,0.1238,0.5127,0.627938,-0.67541647,0.41266993,0.13526393,0.5646026029702049,-1.7222372,0.51124203,0.6555498,4.495807,1.7818417e-06,0.0012158117,0.032988563,3.0371292,0.021453852
6501,2,357,0.89,0.718,0.1827,0.1536,0.535,0.7254154,-0.7572705,0.46868655,0.3348889,0.7458945847080626,-1.6475413,0.51835746,0.91566116,7.940274,0.00023293507,0.0012672917,0.013876055,3.008429,0.020079225
6667,2,523,0.8374,0.753,0.177,0.1508,0.576,0.748235,-0.915542,0.40160495,0.47119936,0.7211421510895024,-1.9027094,0.51005745,0.52442247,6.073883,-0.001191099,0.0014613612,0.3158227,3.657756,0.010897295
6883,2,739,0.801,0.7563,0.1365,0.1299,0.62,0.6066891,-0.7272727,0.3735283,0.2669445,0.5075950549596999,-1.5798751,0.48100814,1.3246521,6.647574,0.00048682562,0.0013750393,0.10650537,3.020487,0.032584447
6920,2,776,0.8447,0.7695,0.1394,0.1327,0.63,0.6678326,-0.85608065,0.41305077,0.42683676,0.6166113202203529,-1.6456044,0.37973502,1.3655806,10.240485,-0.00014431692,0.0012076535,0.07054493,3.078597,0.015208123
6955,2,811,0.701,0.665,0.1345,0.1228,0.5303,0.6423344,-0.8218258,0.47318384,0.31872556,0.6364964278605055,-2.0691628,0.40076548,1.411962,7.8455067,0.00011578121,0.0014082668,0.18212518,3.1582804,0.011464242
7143,2,999,0.7705,0.705,0.1825,0.1581,0.5225,0.6588685,-0.8276112,0.373159,0.48052025,0.5733553395732499,-1.4927905,0.48836672,0.45961997,4.541988,-0.0008286745,0.0013499465,0.26627845,3.4431999,0.023818616
