,layer,neuron,max_corr,min_corr,max_baseline,min_baseline,excess_corr,input_weight_norm,input_bias,output_weight_norm,in_out_sim,weight_norm_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity
25874,8,1298,0.8555,0.7695,0.1786,0.1511,0.591,0.6970252,-0.7541519,0.7561302,0.3739681,1.05757700878708,-1.4920262,0.45051655,1.0242363,6.927001,-0.0004044548,0.0008136164,0.35454878,7.455256,0.032803528
25944,8,1368,0.738,0.7114,0.1487,0.11304,0.5625,0.61024415,-0.5748272,0.4772706,0.4716579,0.6001851482335825,-1.2128074,0.3568854,0.89604795,6.0286407,-0.0005686339,0.0011395654,0.16256638,3.291494,0.037602525
25967,8,1391,0.8647,0.8506,0.2488,0.2051,0.6016,0.7401078,-0.7041108,0.58252496,0.4062279,0.8870948846438416,-1.3438549,0.8949806,0.9209203,5.6725116,0.00015727711,0.0016131424,0.3597511,6.4057655,0.11344224
26063,8,1487,0.7686,0.753,0.1398,0.1127,0.6133,0.6491334,-0.6997485,0.4932507,0.4878253,0.6646704240460499,-1.1933299,0.3621174,0.6875195,6.229902,0.00018222645,0.0011248832,0.05577178,3.0720577,0.032747455
26113,8,1537,0.8174,0.74,0.125,0.1181,0.615,0.68891305,-0.8214764,0.58681697,0.48675498,0.8189553467402835,-1.4829447,0.3265829,0.96351194,8.309327,-4.4503818e-06,0.001317797,-0.048275817,3.5664935,0.013493353
26119,8,1543,0.824,0.669,0.1141,0.1072,0.5547,0.8408846,-1.0877999,0.87378615,0.36929148,1.4705891464489826,-2.2484396,0.6690255,0.3015595,5.054959,-0.0013501983,0.0014668852,0.35432518,3.7342885,0.008190754
26143,8,1567,0.9316,0.8887,0.2404,0.2235,0.6484,0.5730242,-0.4980121,0.5223075,0.39685845,0.6011618583418901,-1.2192845,0.39175805,1.7111143,11.151531,-0.00027107203,0.0013252229,0.3163366,4.219547,0.030810842
26204,8,1628,0.853,0.737,0.2188,0.1775,0.518,0.7106301,-0.7914377,0.7496965,0.36650896,1.06703998113826,-1.5883613,0.49421933,1.2852333,7.6932106,-0.00019137302,0.0009809165,-0.0014910147,3.8198266,0.03172098
26551,8,1975,0.9683,0.918,0.2418,0.2262,0.6763,0.5649927,-0.49656487,0.5405627,0.37241942,0.61142478368458,-1.2745993,0.3665008,3.0227954,19.952898,-6.80542e-05,0.002557545,-0.19364509,3.347115,0.02544801
26809,8,2233,0.8003,0.7354,0.165,0.1536,0.5703,0.6404897,-0.8891069,0.726035,0.07925993,0.9373538770310901,-1.6163057,0.43681437,0.91069907,5.950795,-0.00024095493,0.0013944613,0.26269433,3.1289582,0.024849813
26836,8,2260,0.8574,0.8213,0.1555,0.1367,0.666,0.63956803,-0.7801435,0.6203387,0.40178198,0.7938673677157708,-1.3669949,0.3520924,1.2106227,10.934344,-8.996016e-05,0.0010002579,0.13674726,3.7350368,0.019613115
26847,8,2271,0.772,0.7476,0.2252,0.1794,0.5225,0.6617482,-0.6701628,0.8131231,0.50412524,1.09907985595685,-1.5633941,0.5856352,1.3746787,6.964379,-0.0008396807,0.0011800043,0.75397503,6.923968,0.04578056
26965,8,2389,0.8994,0.8477,0.3103,0.268,0.537,0.6867426,-0.71808755,0.58676624,0.3080673,0.8159100190584976,-1.7034525,0.5096454,1.9990789,11.916436,-0.0004294907,0.00303507,0.8216613,4.35891,0.02347573
27008,8,2432,0.8467,0.652,0.1362,0.1147,0.5156,0.7457848,-1.097533,0.73250103,0.40591842,1.0927527268621011,-1.919312,0.44909078,0.68363255,5.9459634,-0.00014959779,0.0010211641,0.5253601,7.04839,0.008898504
27015,8,2439,0.7427,0.6733,0.1652,0.1414,0.5083,0.7816192,-1.1598594,0.67952514,0.4279115,1.0726829897006596,-1.9120454,0.4663641,0.4953963,6.167016,-0.0009952683,0.0011847545,0.32031757,3.862672,0.0058259615
27018,8,2442,0.979,0.954,0.3704,0.306,0.584,0.5774522,-0.40741527,0.54290473,0.3806063,0.6281965891412129,-1.282841,0.51800966,2.8088737,14.852772,-0.0003011729,0.0015075577,0.19344178,4.271325,0.033583462
27103,8,2527,0.781,0.743,0.2059,0.157,0.537,0.58455056,-0.65001374,0.54238874,0.32545727,0.6358849024751013,-1.2365874,0.36576277,1.1920632,7.8467627,0.0002558126,0.0020973214,0.9501462,6.7225075,0.034476455
27261,8,2685,0.7554,0.6865,0.151,0.1443,0.5356,0.66046125,-0.6828712,0.56088394,0.3557773,0.7507998569014861,-1.6157793,0.44934115,0.5854866,4.9827986,0.00038571068,0.00132776,0.14634047,3.4171283,0.01686867
27274,8,2698,0.942,0.909,0.21,0.1956,0.699,0.6323814,-0.6222545,0.5402391,0.35767144,0.69176452023477,-1.3933977,0.40952367,1.4667029,10.650634,0.0005964657,0.001985634,0.58087337,3.9385448,0.01926182
27336,8,2760,0.831,0.6914,0.1571,0.1426,0.534,0.48177394,-0.42947415,0.83005226,0.0868589,0.9210928835942311,-1.4224079,0.40038216,0.9048691,4.737946,0.0010386285,0.00090017833,-0.27298632,4.335022,0.034524836
27404,8,2828,0.9604,0.895,0.3723,0.3281,0.5225,0.73568606,-1.0017602,0.6257708,0.12998688,0.9328230730109637,-2.112376,0.937783,2.1557293,11.206529,-0.00026585965,0.003574594,0.66125876,3.7621717,0.03187683
27432,8,2856,0.8535,0.806,0.1197,0.1025,0.6865,0.8036615,-1.1263343,0.8618793,0.38097188,1.3887077343507401,-2.1945343,0.5026296,0.62436825,6.0865073,-0.00037610246,0.0011777246,0.10677146,3.1692028,0.0073276083
27437,8,2861,0.8223,0.798,0.2203,0.1659,0.5776,0.6284466,-0.5874044,0.51626706,0.31704003,0.6614768062926035,-1.278779,0.47021094,1.0324829,6.825328,0.00027309978,0.0024388183,1.0653312,5.065437,0.03736323
27562,8,2986,0.945,0.9033,0.331,0.2817,0.5723,0.62855387,-0.52342546,0.5142104,0.46899846,0.6594923029601367,-1.4658906,0.6501023,2.8742194,15.712454,0.0013522845,0.0020683266,0.99411625,4.675646,0.036106534
27580,8,3004,0.883,0.8604,0.1058,0.0945,0.7544,0.7345435,-1.0742545,0.70860684,0.47713163,1.0416778070870354,-2.0014627,0.39543763,0.58527553,8.382225,-0.00015325223,0.0010553895,0.28848484,3.8953094,0.0032682165
27625,8,3049,0.88,0.7964,0.1327,0.126,0.6636,0.73584056,-1.1705884,0.7582371,0.4707297,1.1163848295575236,-2.1100972,0.42372206,0.44684687,6.1732616,-0.0008068387,0.0012842313,0.2624287,3.4829347,0.0028106268
27675,9,27,0.776,0.657,0.1296,0.1132,0.5273,0.657003,-0.6902732,0.6012394,0.2563563,0.79314175812136,-1.3238753,0.485025,0.56919587,4.2517843,-0.00063671044,0.00071565097,0.042436168,4.014619,0.046577968
27712,9,64,0.831,0.7217,0.1692,0.1508,0.5527,0.60545444,-0.39832628,0.54836446,0.3094089,0.6672786599068053,-1.139878,0.48506582,0.6720095,4.951216,-0.0013718619,0.0020138528,0.1316033,3.0873404,0.06277677
27741,9,93,0.7793,0.6846,0.1338,0.10974,0.551,0.6677422,-0.4844926,0.70005226,0.50190896,0.9359528123919475,-1.4199091,0.36768934,0.4729384,5.1390066,-9.3540395e-05,0.0019104707,-0.13723044,4.653698,0.021178843
27872,9,224,0.822,0.783,0.186,0.1741,0.597,0.49348098,-0.35663164,0.74874955,-0.014399039,0.8041493662469629,-0.9740153,0.4033818,0.40379462,3.3695025,-0.0018519782,0.002058162,0.17224394,2.6997268,0.08939306
27891,9,243,0.9604,0.9517,0.2406,0.2146,0.711,0.7148023,-0.72720754,0.6918227,0.29540104,0.9895609763205802,-1.8800006,0.624501,1.7937713,12.49164,0.0012177427,0.0036340598,-0.36792517,2.5981617,0.014439264
28002,9,354,0.8623,0.7183,0.2158,0.1915,0.5024,0.73265743,-0.6584921,0.66683006,0.4555425,0.9814492386538085,-1.3975044,0.50808966,1.1654052,7.1403694,-0.00031838982,0.0014316872,0.7556249,5.8576326,0.03898902
28118,9,470,0.9097,0.8594,0.3308,0.3096,0.5283,0.55854803,-0.38520437,0.53410524,0.2321671,0.5972443092123385,-0.91238564,0.56585383,1.7283411,6.9816623,0.0018982595,0.002733954,-0.23809882,2.2235487,0.09112886
28140,9,492,0.8223,0.733,0.178,0.1567,0.5547,0.6366384,-0.52929115,0.65909076,0.32160336,0.8397090822719377,-1.2681355,0.66589504,1.2304103,6.2472086,0.00016967354,0.00066369853,2.4165583,31.346249,0.07662018
28198,9,550,0.738,0.6763,0.1755,0.1494,0.501,0.6328202,-0.6611895,0.6342184,0.35741305,0.8026943844266,-1.3884654,0.44180244,1.2285767,6.70603,7.033911e-05,0.0015393002,0.56040883,4.386526,0.039534517
28232,9,584,0.9414,0.899,0.3188,0.2886,0.58,0.7409793,-0.6910341,0.5594164,0.4270982,0.8619970316174501,-1.4420837,0.5880769,2.4608285,14.825798,1.5086515e-05,0.0027572664,2.6962442,14.917682,0.029697126
28235,9,587,0.9,0.8374,0.2234,0.1619,0.6143,0.71784854,-0.4721191,0.70325565,0.6209675,1.009875035637054,-1.1600877,0.5398928,2.5990143,16.749708,0.0014121868,0.0042330213,2.3658462,10.63903,0.054364245
28247,9,599,0.8633,0.7646,0.2218,0.1909,0.543,0.6991589,-0.69027907,0.6775447,0.41878676,0.9478899879473001,-1.2830272,0.5354069,1.1662375,6.9418445,-0.00015038738,0.0014237493,0.93606305,6.869799,0.049349297
28264,9,616,0.9106,0.89,0.229,0.1615,0.661,0.7836405,-0.86588776,0.6571914,0.4556162,1.0459929694742098,-1.558252,0.53811926,1.3326619,9.459471,-0.0004519603,0.0015758357,0.45425647,3.8716524,0.020930307
28280,9,632,0.9165,0.87,0.3687,0.3284,0.5015,0.7706551,-0.511356,0.6535459,0.7104088,1.0210315265628203,-1.0765705,1.1833746,1.8131341,7.461837,-0.0006108382,0.00076028437,5.8870263,93.05201,0.12599032
28316,9,668,0.6787,0.6353,0.11926,0.1103,0.516,0.72622335,-0.99038804,0.7100954,0.35427126,1.0316358311863825,-1.7342949,0.40644798,0.5025056,5.865869,0.00029028754,0.0014682066,1.3999006,9.858584,0.010194254
28440,9,792,0.767,0.697,0.149,0.1417,0.548,0.82582974,-0.8011618,0.6418383,0.50895983,1.0939511628153575,-1.6427752,0.45229658,1.1535866,9.527059,0.00019156396,0.0015007855,0.14313482,3.7872727,0.014963802
28560,9,912,0.8213,0.7246,0.143,0.1274,0.5815,0.7428366,-1.0018474,0.7223949,0.12633663,1.0736606058455698,-1.4694029,0.53339785,0.52361465,5.221361,-2.9961031e-05,0.0006612212,0.80414075,12.515472,0.031349923
28622,9,974,0.8623,0.751,0.199,0.1747,0.552,0.79554456,-0.7888533,0.58678764,0.39959738,0.9772108814023632,-1.2619312,0.77750146,1.2159226,6.330347,-0.000760132,0.0010727004,0.6836027,12.423851,0.09191126
28653,9,1005,0.7695,0.661,0.1378,0.11566,0.5234,0.63167316,-0.47397244,0.66462773,0.38703984,0.8407410005493384,-1.37129,0.2633292,0.9791657,7.4117723,-8.2206396e-05,0.0018169945,0.6761643,4.910063,0.015548195
28757,9,1109,0.8633,0.682,0.1681,0.1327,0.514,0.72046286,-0.5232089,0.6892047,0.28140163,0.9940698511414696,-1.61655,0.60157603,0.64278847,5.440866,-0.0018402359,0.0020230385,0.53288656,3.8522403,0.028581453
28782,9,1134,0.8833,0.7554,0.1693,0.11505,0.586,0.6204409,-0.33482736,0.6662252,0.524421,0.8288029275078499,-1.4487361,0.33363393,1.3406032,8.378086,-0.0001898418,0.001101509,0.42291084,5.2302427,0.023834812
28787,9,1139,0.9424,0.857,0.1959,0.1692,0.661,0.65431064,-0.5723636,0.62775695,0.4657955,0.822201201890512,-1.5066241,0.48131123,1.5676004,10.890435,-9.24231e-05,0.0013350997,0.77709794,5.542486,0.02254103
29200,9,1552,0.856,0.78,0.2333,0.2014,0.5464,0.710447,-0.67681646,0.659727,0.32150367,0.9399746543380001,-1.6462543,0.5754862,0.97572684,5.9835835,0.00011595356,0.0019131257,-1.1831489,15.276473,0.027839065
29337,9,1689,0.804,0.74,0.237,0.2228,0.503,0.6319356,-0.49992195,0.6236818,0.013083428,0.7883215901986,-1.4234824,0.4263189,0.8128238,5.489312,0.00031566084,0.0020678965,0.849491,5.870073,0.028832644
29350,9,1702,0.8228,0.804,0.302,0.2474,0.502,0.6279561,-0.614615,0.8302769,0.27138382,1.08368859420082,-1.2039735,0.6533495,1.1678153,5.91067,-0.0015413872,0.00583004,0.46416348,2.3846252,0.086479984
29485,9,1837,0.8203,0.656,0.1505,0.1365,0.5054,0.6542454,-0.8219379,0.78366786,0.10551998,1.0421723582181395,-1.6413324,0.67445487,0.59639287,3.849378,0.0012722121,0.0021730885,1.7823714,8.694621,0.04805498
29508,9,1860,0.7915,0.776,0.1647,0.1384,0.6113,0.64675385,-0.60379064,0.5530495,0.23691541,0.7241542919400724,-1.0088865,0.5179666,-0.24150784,8.7091675,-0.0005988651,0.0005825453,-0.4537136,9.838031,0.071664765
29520,9,1872,0.9062,0.7725,0.1564,0.11957,0.616,0.6844176,-0.76115733,0.63057935,0.44564408,0.8660577678361824,-1.4395167,0.37605828,1.5826039,13.940538,-0.00090874167,0.0012684984,0.08453399,3.32635,0.016897982
29547,9,1899,0.8315,0.7124,0.1844,0.1621,0.528,0.681497,-0.49930054,0.59849596,0.49058315,0.8226355751453217,-1.2276713,0.6171037,0.93226635,5.5105796,2.434872e-05,0.0007433429,3.3348277,48.562603,0.06947837
29605,9,1957,0.889,0.875,0.3103,0.264,0.5645,0.634813,-0.6031589,0.5970565,0.36974967,0.7594640091612499,-1.2572249,0.45453522,2.2580729,12.42318,0.0014241767,0.0021296525,1.257516,5.9013658,0.03692902
29611,9,1963,0.8057,0.7285,0.1357,0.1204,0.593,0.72309,-0.5693061,0.69281006,0.34927112,1.0028449273372035,-1.7331072,0.52378035,0.49806163,4.412807,-0.001672361,0.0071215504,1.4106818,4.6830783,0.020767111
29651,9,2003,0.872,0.7227,0.11285,0.0945,0.61,0.82524264,-0.92824864,0.8648869,0.49359986,1.4290547646657799,-1.9177418,0.40044177,0.8905338,8.314384,0.00026942775,0.0013629538,0.21729252,3.607353,0.0063865
29659,9,2011,0.8115,0.753,0.2446,0.224,0.5083,0.6953051,-0.8655216,0.7640157,0.03745733,1.0671691719325,-1.5572734,0.5654563,0.36463642,5.743347,0.00017639906,0.0018404648,0.9195964,5.0796204,0.024128893
29827,9,2179,0.905,0.807,0.2241,0.2065,0.583,0.6713181,-0.73665404,0.67656213,0.12698881,0.908404307137747,-1.9349189,0.74084413,1.2682245,7.1551976,-0.0005084437,0.00083584327,0.88971835,11.472889,0.029836362
29859,9,2211,0.778,0.62,0.1144,0.10004,0.506,0.81882054,-0.77861464,0.68914294,0.5085582,1.1453850684777351,-1.6360466,0.36583024,0.34660077,5.885459,-9.150996e-05,0.0015007225,0.6181277,5.0505185,0.010664902
29867,9,2219,0.852,0.6636,0.123,0.1142,0.5405,0.74336743,-0.86690474,0.6538241,0.48214284,0.980081089725615,-1.447287,0.36825806,1.2353293,10.092275,-0.0006864012,0.001228231,0.2855425,3.7926152,0.020713743
29919,9,2271,0.9526,0.865,0.346,0.2896,0.5195,0.713792,-0.79911494,0.6204137,0.44266158,0.8944121784116899,-1.3211671,0.7739753,1.7977833,9.710674,-0.0013637169,0.002177054,0.49454224,3.3905296,0.055644095
29964,9,2316,0.872,0.7363,0.1229,0.1058,0.6133,0.8208416,-0.8574031,0.6654538,0.493202,1.116609692225,-1.5957698,0.45293894,0.9007494,7.210012,6.0094404e-05,0.0015645224,0.36607847,4.5417004,0.018265437
29969,9,2321,0.947,0.921,0.2123,0.1614,0.7085,0.7897087,-0.9154942,0.86314535,0.38727456,1.3686597260823126,-2.083222,0.66782224,0.26048025,7.0145583,-0.00013070185,0.0033616826,0.98452973,3.600285,0.0050248858
30122,9,2474,0.7744,0.6978,0.10486,0.08606,0.593,0.778119,-0.78717184,0.6401762,0.44602624,1.01529474520744,-1.4007418,0.340548,0.6504402,6.556689,-1.5940044e-05,0.0015740917,0.63803524,4.936758,0.015863359
30208,9,2560,0.753,0.6714,0.1552,0.1323,0.516,0.7774485,-0.84340805,0.8227646,0.14127521,1.2813677571654098,-1.7674559,0.5130345,0.47797894,4.98719,0.00041260055,0.0006191905,0.33939153,10.282894,0.016221348
30354,9,2706,0.715,0.7007,0.1604,0.1534,0.54,0.76499027,-0.7361713,0.6294255,0.38672888,0.9813865732449228,-1.6779151,0.34768558,0.076312214,5.268906,0.0004340728,0.0015043058,0.20893914,3.8176901,0.005310161
30429,9,2781,0.8687,0.7676,0.2178,0.1653,0.55,0.6573725,-0.39881045,0.7482689,0.02522154,0.9920449504634601,-1.1572319,0.44965714,0.91133595,5.5846167,-0.00041415484,0.0007992112,0.4946617,7.782484,0.06208
30436,9,2788,0.923,0.906,0.2246,0.2167,0.681,0.6425635,-0.5971749,0.65535265,0.3796832,0.8423749473942724,-1.2814232,0.4982314,1.2586458,9.544005,-0.00031382995,0.0013220869,0.42515787,4.5711846,0.029534638
30464,9,2816,0.816,0.717,0.2053,0.1741,0.5117,0.6423212,-0.45362276,0.8060905,0.39974296,1.0623584181596901,-1.246328,0.3505859,0.8356313,5.9649196,-0.00023948625,0.0011931291,-0.0882274,8.402287,0.038196873
30573,9,2925,0.9443,0.9014,0.1926,0.1576,0.709,0.783317,-1.0200522,0.93035686,0.26493865,1.4791494094380595,-2.2244844,0.54429287,1.2389438,8.503642,0.00052072824,0.002090096,1.9912695,10.070416,0.010049012
30593,9,2945,0.7866,0.7593,0.1919,0.1572,0.5674,0.65817595,-0.41810215,0.64869374,0.3531511,0.8539991494735901,-1.1931641,0.44951445,1.1138173,6.3860984,-0.0005786441,0.00081676646,1.2486129,16.651237,0.05372659
30600,9,2952,0.939,0.888,0.2211,0.1594,0.667,0.78816277,-0.974038,0.74114513,0.50761664,1.1704966557367897,-1.7671597,0.49573892,1.7220981,13.233656,0.00018971812,0.0014351017,0.4235742,4.235222,0.012771033
30615,9,2967,0.8555,0.673,0.1357,0.1262,0.537,0.77414495,-0.6602681,0.65054446,0.5132245,1.0225084980471943,-1.3745229,0.4523666,0.4660435,7.5901976,-0.0001855318,0.0009390918,0.7563962,12.13145,0.029441053
30857,10,137,0.8457,0.835,0.2107,0.1929,0.624,0.5938288,-0.33756402,0.64342964,0.49348626,0.7666343453399697,-0.7103525,0.34851405,1.4315714,9.98978,0.0004346239,0.0027763592,3.0371723,15.886647,0.10444574
30863,10,143,0.861,0.75,0.2388,0.2156,0.511,0.559404,-0.49857107,0.8350267,0.23245075,1.01020242492889,-1.0640821,0.46198025,1.2518975,5.937359,-0.0005108666,0.0017270197,-0.7829806,6.872056,0.083872445
30933,10,213,0.9214,0.8853,0.3264,0.2883,0.5586,0.6421387,-0.42343205,0.63050973,0.31626672,0.8098846296623629,-0.78991127,0.42471486,1.7628167,9.725842,0.0019273625,0.0026528826,1.8267195,8.174169,0.07975025
30982,10,262,0.896,0.8633,0.2162,0.1951,0.647,0.63750285,-0.5449062,0.64403427,0.20660256,0.8211900246925554,-1.0111965,0.3399146,1.623162,11.446914,7.862466e-05,0.0013465777,0.07934908,3.3890464,0.048728425
31027,10,307,0.803,0.739,0.1989,0.1682,0.54,0.593402,-0.39455882,0.7244608,0.16422467,0.8769693843406401,-1.0729114,0.33925706,0.5983674,4.862539,-0.0009860893,0.0015948552,1.0096498,6.183197,0.049661864
31054,10,334,0.7603,0.696,0.1938,0.1462,0.502,0.7132872,-0.70927477,0.9460724,0.29670754,1.4038316157256001,-1.7129668,0.5712696,0.4340034,3.93904,0.0005818522,0.0009767843,0.3666692,8.173055,0.03236999
31252,10,532,0.7812,0.618,0.11646,0.09973,0.502,0.6528998,-0.57074225,0.8666986,0.486342,1.1774446120820001,-1.3139448,0.32248378,0.6305538,7.050091,-0.00013737226,0.0019001467,0.9710023,7.0763965,0.01588593
31430,10,710,0.9194,0.906,0.2446,0.2292,0.661,0.8064951,-0.5290328,0.7324865,0.14989707,1.18697081900626,-1.742742,0.69202477,1.119087,7.0127177,0.00061764976,0.003222427,-0.89380395,3.2582457,0.043410875
31625,10,905,0.811,0.7695,0.12085,0.08685,0.6484,0.5385579,-1.085112,1.091572,-0.38258868,1.48157404283641,-2.091199,0.44653514,1.868603,9.390018,-0.0006049898,0.0009467773,-0.14748564,5.41934,0.018981392
31718,10,998,0.9507,0.939,0.3328,0.3074,0.6064,0.74281096,-0.42252952,0.6706642,0.523308,1.0015585914577616,-1.2164457,0.68690556,2.7175229,15.547839,0.0008451964,0.0028073327,3.3040307,19.563536,0.04162732
31774,10,1054,0.903,0.7886,0.276,0.2245,0.5127,0.6992425,-0.83022773,0.7859564,-0.68854636,1.10666753650721,-1.8073138,0.6552089,1.7559234,8.835672,-4.8431906e-05,0.0010878281,-2.31711,19.642387,0.03189913
31795,10,1075,0.865,0.727,0.22,0.2063,0.507,0.5998698,-1.2100534,1.1191177,-0.43680134,1.6122682034053302,-2.161171,0.68478745,1.6794139,7.5766397,-0.0004694876,0.0010933726,-1.7883341,17.019701,0.03007964
31833,10,1113,0.94,0.874,0.3462,0.2722,0.528,0.6708271,-0.44258076,0.6417765,0.46096152,0.8618860740466601,-1.0360116,0.6256996,2.1482558,11.480329,0.00014717219,0.0010586636,2.840274,23.754501,0.089186765
31901,10,1181,0.8433,0.831,0.3276,0.2754,0.5034,0.57800734,-0.43778378,0.77999264,0.34557837,0.9424810035480452,-1.1777174,0.5348227,0.90925735,6.0367513,-0.00026333256,0.002174369,-1.8016547,11.991389,0.053948473
31971,10,1251,0.7876,0.725,0.2043,0.1921,0.5205,0.63803726,-0.76533365,0.94703364,-0.036598988,1.3039642604399573,-1.3080511,0.38935354,-0.035512585,4.404294,0.000105724954,0.0010446822,0.92847466,14.58055,0.026095621
31991,10,1271,0.77,0.71,0.1732,0.1547,0.5366,0.66428816,-0.38683534,0.58471304,0.01009082,0.7831680986622273,-0.9201452,0.37434298,0.5588854,5.197611,0.0005099299,0.00074025034,0.35983792,12.170473,0.08200716
32323,10,1603,0.7583,0.693,0.1742,0.10443,0.5186,0.7082333,-1.0543032,0.77365685,-0.60933,1.1001393287808123,-2.020511,0.38441104,0.99162537,6.347626,2.3287987e-05,0.0018125083,-2.0976896,16.592342,0.009418502
32395,10,1675,0.9175,0.8174,0.309,0.2888,0.5083,0.6443107,-0.3669209,0.65825254,-0.026127681,0.8484326845509416,-1.1745119,0.5579428,1.5793741,8.336921,0.00042154404,0.002628444,2.4184844,11.194296,0.061236624
32476,10,1756,0.811,0.7866,0.2229,0.2034,0.5635,0.6209146,-0.43078303,0.69266003,0.09519,0.8653128576527609,-1.0367318,0.3994609,0.6237256,4.7153883,0.0002265895,0.000675361,0.28286433,10.981929,0.06765709
32540,10,1820,0.7305,0.705,0.1682,0.1492,0.537,0.5413825,-0.63967764,0.856384,-0.5872994,1.02648856676225,-1.3014324,0.41354233,0.39314264,3.408135,-0.00039585013,0.000934942,-1.2919009,13.879004,0.042642217
32544,10,1824,0.8735,0.819,0.2479,0.1783,0.571,0.6253772,-0.122131914,0.6155027,0.32142562,0.7699402159871299,-0.65412116,0.48277906,1.1170279,8.378309,-0.00037058466,0.0033872435,3.3020642,16.172894,0.16289473
32632,10,1912,0.8433,0.7544,0.2267,0.2097,0.528,0.6640548,-0.66288614,0.7559875,0.23940739,1.01248587755929,-1.3416874,0.44541064,0.58549374,5.92557,-0.00064918544,0.002317505,0.94171476,5.369677,0.032034565
32735,10,2015,0.8643,0.851,0.1674,0.1393,0.6836,0.6619303,-0.39827177,0.62720764,0.15378292,0.8315411457324595,-1.0470943,0.47707042,0.8005979,7.4534655,-7.2079765e-06,0.0006004168,-0.1867366,8.014171,0.05458388
32741,10,2021,0.7637,0.724,0.1575,0.1449,0.5664,0.5639686,-0.8747535,1.1580148,-0.29131463,1.659058858805,-1.8729274,0.4189298,0.8222213,5.0425982,0.00015894668,0.00089053425,-0.8115083,11.759039,0.011724128
32890,10,2170,0.866,0.7476,0.2096,0.1555,0.538,0.61192995,-0.6930063,0.8369264,-0.03432981,1.0749040627239623,-1.7391254,0.5929494,0.8956915,5.1230164,-3.168848e-05,0.0018847578,0.7880261,4.464184,0.029205756
33025,10,2305,0.8477,0.7334,0.1642,0.1306,0.5693,0.6425248,-0.47500935,0.914332,0.19278531,1.24884112483904,-1.0025191,0.35123402,0.6360061,5.42434,-0.000568304,0.0013749821,0.913339,8.388951,0.061073586
33222,10,2502,0.8457,0.792,0.2869,0.2534,0.505,0.57883227,-0.8083958,0.791205,-0.46641922,0.961052148818353,-1.6588132,0.62260514,1.5764081,7.250349,-0.00050244,0.0019975656,-1.7393764,9.206195,0.044671986
33240,10,2520,0.79,0.6953,0.1719,0.1288,0.5234,0.5730817,-0.91498387,0.9874411,-0.63594157,1.3034625608441,-1.78378,0.40755522,1.225618,6.527515,-0.0010825661,0.0031513022,-3.322348,17.16867,0.015544746
33284,10,2564,0.8306,0.759,0.2441,0.2216,0.5146,0.4922985,-0.23416789,0.7163889,0.24514249,0.75557086914546,-0.71913904,0.29871735,0.49314228,5.8816185,-0.00033898774,0.001430181,-1.9570783,11.889314,0.09166095
33343,10,2623,0.7363,0.674,0.1661,0.1318,0.508,0.78063756,-1.0274184,1.09602,0.46076238,1.8106548404827534,-1.9129839,0.71873623,0.6589229,5.7326937,-0.0008450471,0.0020106616,0.7503828,4.8665385,0.020387566
33344,10,2624,0.8354,0.8286,0.1757,0.1597,0.653,0.6583115,-0.5469502,0.6581869,0.30796605,0.8665840263638601,-1.2189716,0.4156683,0.98062754,7.512139,-0.0004612567,0.0013056537,0.26299468,3.7362144,0.04271124
33350,10,2630,0.8857,0.7363,0.2028,0.1968,0.5337,0.6158947,-0.57647693,0.60068357,0.43397364,0.7401470327560349,-0.9967768,0.42113093,1.0922749,6.9867024,0.00026087888,0.00097120594,0.5134154,8.599202,0.066138424
33359,10,2639,0.862,0.8096,0.2039,0.1763,0.6055,0.66956645,-0.7862556,0.7358149,0.3572743,0.9897427980276127,-1.3350053,0.54743963,0.9412459,5.1331043,0.0005520862,0.001796716,1.5654678,10.116759,0.05585645
33444,10,2724,0.9453,0.9004,0.26,0.1993,0.6406,0.87424964,-0.86357594,0.9731715,0.27034917,1.7113752014523795,-2.0411038,0.72641367,1.1624435,9.786683,-0.0005823021,0.0043463795,0.78366363,3.0004725,0.030948546
33542,10,2822,0.809,0.7153,0.2089,0.1431,0.5063,0.671608,-0.01837745,0.50685567,0.7653921,0.7079599758751489,-0.5726457,0.4330371,0.5227249,4.342085,-0.00020700146,0.00066474284,-7.2244577,110.12947,0.22076939
33550,10,2830,0.8784,0.6646,0.156,0.12286,0.509,0.6396147,-0.6086769,0.72331536,0.34590048,0.9322920744680195,-1.3431815,0.416695,0.8270774,6.0240173,-7.844597e-05,0.0015060825,0.5449089,4.5724072,0.029405262
33755,10,3035,0.7397,0.68,0.1378,0.12384,0.5425,0.5774652,-0.5477964,0.7949928,-0.3805983,0.9654796092628801,-1.4148736,0.34763154,1.1163766,5.94562,8.9275454e-05,0.0007540379,-0.29130095,8.3852,0.02987812
33788,10,3068,0.732,0.711,0.1859,0.1768,0.525,0.62660927,-0.6004133,0.9331334,-0.10121763,1.2633771194454928,-1.1139296,0.40220895,0.354341,3.3805754,0.000261055,0.0008150129,0.8627582,21.14596,0.06899982
33934,11,142,0.849,0.834,0.2583,0.2,0.5757,0.5382543,-0.9967969,1.126968,-0.5788277,1.5597745644924899,-1.9251007,0.3532613,0.27391538,3.741268,-0.00029709996,0.0012693936,-1.5633026,19.982145,0.004458766
